Symbol,Shortname,Currency,Previousclose,Open,Daylow,Dayhigh,Regularmarketpreviousclose,Regularmarketopen,Regularmarketdaylow,Regularmarketdayhigh,Dividendrate,Dividendyield,Fiveyearavgdividendyield,Beta,Trailingpe,Forwardpe,Volume,Marketcap,Fiftytwoweeklow,Fiftytwoweekhigh,Pricetosalestrailing12months,Fiftydayaverage,Twohundreddayaverage,Profitmargins,Bookvalue,Pricetobook,Earningsquarterlygrowth,Netincometocommon,Trailingeps,Forwardeps,Enterprisetorevenue,Enterprisetoebitda,52weekchange,Ebitda,Totaldebt,Quickratio,Currentratio,Totalrevenue,Debttoequity,Revenuepershare,Returnonassets,Returnonequity,Grossprofits,Freecashflow,Operatingcashflow,Earningsgrowth,Revenuegrowth,Grossmargins,Ebitdamargins,Operatingmargins,Trailingpegratio
BENFW,Beneficient Warrant,USD,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,-1.04,0.0,0.0,13105.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,-65.5,0.0,0.0,-932451008.0,0.0,0.0,0.0,0.0,0.0,-169208000.0,120554000.0,0.04,0.05,-0.09,117.31,-24.6,-0.1,-178.36,-0.09,-0.09,-54953000.0,0.0,0.0,0.0,0.0,-0.29,0.0
BETR,Better Home & Finance Holding C,USD,10.9,10.51,10.36,10.7,10.9,10.51,10.36,10.7,0.0,0.0,0.0,1.7,0.0,0.0,11050.0,0.16,7.71,32.5,2.6,11.46,17.56,0.0,8.15,1.3,0.0,-497644992.0,-1.2,0.0,11.21,0.0,-0.64,0.0,791091008.0,2.24,2.43,0.06,1761.58,4.47,-0.53,0.0,-0.02,0.0,-281079008.0,0.0,3.8,-0.27,0.0,-1.24,0.0
BETRW,0.0,USD,0.08,0.11,0.11,0.11,0.08,0.11,0.11,0.11,0.0,0.0,0.0,1.7,0.0,0.0,2572.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,8.15,0.01,0.0,-497644992.0,0.0,0.0,0.0,0.0,0.0,0.0,791091008.0,2.24,2.43,0.06,1761.58,4.47,-0.53,0.0,-0.02,0.0,-281079008.0,0.0,3.8,-0.27,0.0,-1.24,0.0
BFC,Bank First Corporation,USD,101.69,103.74,103.74,103.74,101.69,103.74,103.74,103.74,1.8,0.02,1.28,0.3,12.74,14.02,3375.0,1.04,74.9,110.49,5.64,102.48,90.31,45.01,62.82,1.65,0.12,82467000.0,8.14,6.7,5.13,0.0,0.13,0.0,147346000.0,0.0,0.0,0.18,0.0,18.21,0.02,13.75,0.18,0.0,55346000.0,15.8,3.7,0.0,0.0,0.55,0.0
BFIN,BankFinancial Corporation,USD,12.85,12.29,12.29,12.95,12.85,12.29,12.29,12.95,0.4,0.03,4.12,0.45,20.56,16.6,2461.0,0.16,9.6,13.97,2.97,12.66,11.43,14.56,12.77,1.01,-0.16,7916000.0,0.63,0.78,0.71,0.0,0.16,0.0,38726000.0,0.0,0.0,0.05,0.0,4.36,0.01,5.06,0.05,0.0,7301000.0,-15.1,-10.0,0.0,0.0,0.22,0.0
BFRG,"Bullfrog AI Holdings, Inc.",USD,2.4,2.26,2.21,2.41,2.4,2.26,2.21,2.41,0.0,0.0,0.0,0.0,0.0,0.0,319580.0,0.02,1.43,6.38,302.09,2.26,2.52,0.0,0.42,5.3,0.0,-6082138.0,-0.84,0.0,236.52,-2.45,-0.59,-6285865.0,341040.0,8.12,8.78,0.0,6.33,0.01,-0.65,-117.94,0.0,-0.0,-5543937.0,0.0,0.0,0.92,0.0,-96.73,0.0
BFRGW,"Bullfrog AI Holdings, Inc. Warr",USD,0.57,0.54,0.54,0.72,0.57,0.54,0.54,0.72,0.0,0.0,0.0,0.0,0.0,0.0,26195.0,0.0,0.54,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BFRI,Biofrontera Inc.,USD,1.09,1.08,1.03,1.08,1.09,1.08,1.03,1.08,0.0,0.0,0.0,0.51,0.9,-0.91,54068.0,0.01,0.61,2.43,0.26,1.0,1.13,-38.34,3.16,0.33,0.0,-13510000.0,1.16,-0.86,0.03,-0.05,-0.21,-18316000.0,1440000.0,0.85,1.88,0.04,13.2,11.57,-0.4,-149.41,0.02,-0.02,-18915000.0,0.0,34.0,0.48,-51.97,-0.65,0.0
BFRIW,Biofrontera Inc. Warrants,USD,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.0,0.0,0.0,0.51,0.0,0.0,501.0,0.0,0.06,0.06,0.0,0.0,0.0,-38.34,3.16,0.02,0.0,-13510000.0,-1.3,0.0,0.0,0.0,0.0,-18316000.0,1440000.0,0.85,1.88,0.04,13.2,11.57,-0.4,-149.41,0.02,-0.02,-18915000.0,0.0,34.0,0.48,-51.97,-0.65,0.0
BFST,"Business First Bancshares, Inc.",USD,27.69,27.65,27.33,28.3,27.69,27.65,27.33,28.3,0.56,0.02,2.22,0.96,12.22,9.24,83036.0,0.82,18.97,30.3,3.27,26.93,24.02,25.79,24.59,1.12,-0.13,59042000.0,2.26,2.62,3.71,0.0,0.16,0.0,513136992.0,0.0,0.0,0.25,0.0,9.92,0.01,9.89,0.25,0.0,65351000.0,-14.5,1.8,0.0,0.0,0.35,0.0
BGC,"BGC Group, Inc.",USD,9.48,9.42,9.25,9.45,9.48,9.42,9.25,9.45,0.08,0.01,3.31,1.49,40.57,8.8,1132614.0,4.54,6.7,11.79,2.14,9.53,9.14,5.74,1.77,5.26,-0.14,115688000.0,0.23,1.06,2.61,0.0,0.29,0.0,1594905984.0,1.42,1.42,2.12,152.91,4.49,0.03,12.77,1.9,0.0,236964000.0,-11.4,16.0,0.9,0.0,0.03,0.0
BGFV,Big 5 Sporting Goods Corporatio,USD,1.65,1.63,1.63,1.66,1.65,1.63,1.63,1.66,0.2,0.1,9.56,2.32,0.0,-10.93,54153.0,0.04,1.45,5.63,0.05,1.74,2.33,-7.04,8.9,0.18,0.0,-57043000.0,-2.61,-0.15,0.39,-10.81,-0.69,-29383000.0,285208000.0,0.07,1.46,0.81,145.65,37.0,-0.05,-25.29,0.24,0.01,6602000.0,0.0,-8.0,0.3,-3.63,-0.05,0.0
BGM,BGM Group Ltd.,USD,10.22,10.5,10.24,10.92,10.22,10.5,10.24,10.92,0.0,0.0,0.0,1.46,0.0,0.0,11009.0,1.02,1.78,14.78,34.24,8.72,6.27,-26.32,6.07,1.73,-0.16,-7861673.0,-1.1,0.0,2.32,-29.15,2.55,-2373423.0,100756.0,5.94,7.05,0.03,0.22,4.18,-0.04,-16.52,0.0,0.0,2955899.0,0.0,-56.9,0.03,-7.95,-0.05,0.0
BGRN,iShares USD Green Bond ETF,USD,46.71,46.84,46.8,46.88,46.71,46.84,46.8,46.88,0.0,0.0,0.0,0.0,0.0,0.0,8284.0,0.0,45.73,48.54,0.0,46.93,47.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BGRO,iShares Large Cap Growth Active,USD,35.74,34.47,34.47,34.47,35.74,34.47,34.47,34.47,0.0,0.0,0.0,0.0,43.65,0.0,358.0,0.0,27.15,35.93,0.0,34.42,32.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BHF,"Brighthouse Financial, Inc.",USD,50.68,50.7,50.7,51.3,50.68,50.7,50.7,51.3,0.0,0.0,0.0,1.06,0.0,2.55,66680.0,3.02,40.0,54.73,0.62,49.7,46.68,-24.69,92.33,0.55,-0.63,-1302000000.0,-20.13,19.93,0.85,0.0,-0.05,0.0,8504999936.0,1.38,1.65,4.86,152.15,77.87,-0.0,-24.58,-0.18,1.25,-20000000.0,-64.2,72.6,-0.04,0.0,0.11,0.0
BHFAL,"Brighthouse Financial, Inc. - J",USD,23.52,22.89,22.89,23.91,23.52,22.89,22.89,23.91,0.0,0.0,0.0,0.0,0.0,0.0,6445.0,4.79,21.62,25.47,0.0,24.03,23.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BHFAM,"Brighthouse Financial, Inc. - D",USD,15.92,15.81,15.81,16.15,15.92,15.81,15.81,16.15,1.16,0.07,0.0,1.06,1.28,0.0,37300.0,0.0,15.05,18.95,0.0,16.5,16.77,-24.69,92.33,0.17,-0.63,-1302000000.0,12.61,0.0,0.43,0.0,-0.06,0.0,8504999936.0,1.38,1.65,4.86,152.15,77.87,-0.0,-24.58,-0.18,1.25,-20000000.0,-64.2,72.6,-0.04,0.0,0.11,0.0
BHFAN,"Brighthouse Financial, Inc. - d",USD,18.12,18.07,18.03,18.37,18.12,18.07,18.03,18.37,1.34,0.07,0.0,1.06,1.45,0.0,27015.0,0.0,17.13,21.63,0.0,18.84,19.38,-24.69,92.33,0.2,-0.63,-1302000000.0,12.61,0.0,0.45,0.0,-0.1,0.0,8504999936.0,1.38,1.65,4.86,152.15,77.87,-0.0,-24.58,-0.18,1.25,-20000000.0,-64.2,72.6,-0.04,0.0,0.11,0.0
BHFAO,"Brighthouse Financial, Inc. - D",USD,23.1,22.94,22.94,23.28,23.1,22.94,22.94,23.28,1.69,0.07,0.0,1.06,1.83,0.0,21390.0,0.0,21.76,26.0,0.0,23.67,24.44,-24.69,92.33,0.25,-0.63,-1302000000.0,12.61,0.0,0.51,0.0,-0.08,0.0,8504999936.0,1.38,1.65,4.86,152.15,77.87,-0.0,-24.58,-0.18,1.25,-20000000.0,-64.2,72.6,-0.04,0.0,0.11,0.0
BHFAP,"Brighthouse Financial, Inc. - D",USD,22.53,22.6,22.54,22.78,22.53,22.6,22.54,22.78,1.65,0.07,6.6,1.06,1.79,0.0,10220.0,3.74,21.2,25.51,0.77,23.01,23.56,-24.69,92.33,0.24,-0.63,-1302000000.0,12.61,0.0,0.51,0.0,-0.07,0.0,8504999936.0,1.38,1.65,4.86,152.15,77.87,-0.0,-24.58,-0.18,1.25,-20000000.0,-64.2,72.6,-0.04,0.0,0.11,0.0
BHIL,"Benson Hill, Inc.",USD,1.62,1.82,1.68,1.82,1.62,1.82,1.68,1.82,0.0,0.0,0.0,0.0,0.0,-0.38,6480.0,0.01,1.56,11.02,0.03,3.0,5.7,-26.99,4.51,0.37,0.0,-114907000.0,-21.34,-4.38,0.24,-1.83,-0.7,-49321000.0,94400000.0,1.04,2.21,0.38,351.7,68.92,-0.17,-156.0,0.02,0.03,-40022000.0,0.0,-69.8,0.05,-13.08,-0.58,0.0
BHRB,Burke & Herbert Financial Servi,USD,62.4,62.56,62.4,64.02,62.4,62.56,62.4,64.02,2.2,0.04,3.84,0.1,31.44,7.92,10831.0,0.94,46.0,75.32,5.19,65.72,59.49,11.57,48.63,1.29,5.81,20543000.0,2.0,7.68,5.97,0.0,0.02,0.0,430644992.0,0.0,0.0,0.18,0.0,13.86,0.0,4.16,0.18,0.0,0.0,233.3,217.9,0.0,0.0,0.39,0.0
BHST,BioHarvest Sciences Inc.,USD,5.27,5.5,5.25,5.5,5.27,5.5,5.25,5.5,0.0,0.0,0.0,1.49,0.0,-24.61,3477.0,0.09,0.0,7.38,4.76,6.07,4.69,-84.84,-1.09,0.0,0.0,-16230000.0,-1.28,0.0,5.98,-15.86,31.71,-7214000.0,10388000.0,0.75,1.03,0.02,155.0,1.33,-0.26,-5955.96,0.01,-0.01,-6525000.0,0.0,119.2,0.51,-37.71,-0.29,0.0
BIAF,"bioAffinity Technologies, Inc.",USD,0.71,0.7,0.68,0.73,0.71,0.7,0.68,0.73,0.0,0.0,0.0,3.12,0.0,-1.06,49514.0,0.01,0.57,3.62,1.49,1.01,1.78,-119.41,0.52,1.36,0.0,-8736142.0,-0.8,-0.6,2.52,-2.3,-0.56,-8034549.0,1380004.0,1.03,1.15,0.01,40.2,0.74,-0.7,-151.52,0.0,-0.0,-7027216.0,0.0,12047.4,0.35,-109.82,-0.87,0.0
BIAFW,"bioAffinity Technologies, Inc. ",USD,0.5,0.44,0.44,0.44,0.5,0.44,0.44,0.44,0.0,0.0,0.0,3.12,0.0,0.0,1790.0,0.0,0.44,0.44,0.0,0.0,0.0,-119.41,0.52,0.84,0.0,-8736142.0,0.0,0.0,0.0,0.0,0.0,-8034549.0,1380004.0,1.03,1.15,0.01,40.2,0.74,-0.7,-151.52,0.0,-0.0,-7027216.0,0.0,12047.4,0.35,-109.82,-0.87,0.0
BIB,ProShares Ultra Nasdaq Biotechn,USD,54.49,55.4,55.4,56.22,54.49,55.4,55.4,56.22,0.0,0.0,0.0,0.0,0.0,0.0,9225.0,0.0,47.2,69.56,0.0,54.86,59.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIDU,"Baidu, Inc.",USD,86.4,87.85,87.65,90.43,86.4,87.85,87.65,90.43,0.0,0.0,0.0,0.5,11.83,1.23,5162981.0,30.32,77.19,116.25,0.22,85.05,92.07,14.99,694.79,0.13,0.05,19498999808.0,7.54,11.09,1.45,5.15,-0.2,37880500224.0,82800001024.0,2.02,2.32,134.84,30.34,384.37,0.04,8.09,69.44,27.58,34742001664.0,6.2,-0.4,0.51,28.09,0.18,4.63
BIGC,"BigCommerce Holdings, Inc. - Se",USD,6.16,6.05,6.02,6.5,6.16,6.05,6.02,6.5,0.0,0.0,0.0,0.99,0.0,22.58,234686.0,0.5,5.12,8.98,1.52,6.62,6.63,-8.43,0.37,17.3,0.0,-27816000.0,-0.36,0.28,1.62,-29.73,-0.29,-18034000.0,221707008.0,2.45,2.81,0.33,764.88,4.28,-0.05,-113.86,0.25,0.05,27173000.0,0.0,7.3,0.77,-5.46,-0.11,0.0
BIIB,Biogen Inc.,USD,146.2,146.63,146.55,149.67,146.2,146.63,146.55,149.67,0.0,0.0,0.0,-0.06,13.45,9.01,737525.0,21.66,139.71,251.99,2.25,153.48,194.15,16.81,112.28,1.32,0.0,1615200000.0,11.05,16.66,2.73,9.1,-0.41,2884999936.0,6650899968.0,0.68,1.26,9.61,40.66,66.12,0.05,10.47,7.26,2.03,2127100032.0,0.0,-2.5,0.76,30.03,0.21,0.0
BILI,Bilibili Inc.,USD,16.89,17.25,16.76,17.29,16.89,17.25,16.76,17.29,0.0,0.0,0.0,0.86,0.0,3.84,2640741.0,7.08,8.82,31.77,0.3,18.69,16.98,-16.73,34.92,0.49,0.0,-4005172992.0,-0.9,0.61,-0.06,1.25,0.79,-1097932032.0,4846903808.0,0.9,1.02,23.95,35.69,57.69,-0.07,-26.61,6.55,3.49,3306017024.0,0.0,15.5,0.27,-4.58,-0.1,0.0
BIOA,"BioAge Labs, Inc.",USD,5.4,5.17,5.06,5.44,5.4,5.17,5.06,5.44,0.0,0.0,0.0,0.0,0.0,-2.22,167339.0,0.19,3.85,26.62,0.0,10.43,15.14,0.0,9.18,0.59,0.0,-70938000.0,-2.07,-2.83,0.0,2.11,-0.71,-66267000.0,10213000.0,17.53,17.64,0.0,3.26,0.0,0.0,0.0,0.0,0.0,-54887000.0,0.0,0.0,0.0,0.0,0.0,0.0
BIOX,Bioceres Crop Solutions Corp.,USD,7.18,7.13,6.96,7.17,7.18,7.13,6.96,7.17,0.0,0.0,0.0,0.47,349.25,13.06,36210.0,0.42,5.71,14.05,0.96,6.62,9.22,0.55,4.92,1.42,0.0,2443361.0,0.02,0.64,1.62,12.2,-0.47,58767180.0,267000000.0,0.87,1.27,0.44,77.17,7.02,0.03,1.11,0.18,0.0,0.0,0.0,-20.3,0.4,13.32,0.04,3.74
BIRD,"Allbirds, Inc.",USD,6.45,6.46,6.3,6.64,6.45,6.46,6.3,6.64,0.0,0.0,0.0,1.78,0.0,-0.59,14888.0,0.05,6.11,21.4,0.24,7.46,10.89,-60.43,16.06,0.39,0.0,-124419000.0,-16.17,-10.83,0.15,-0.38,-0.7,-82908000.0,59253000.0,2.02,3.38,0.21,46.53,26.42,-0.21,-68.41,0.09,-0.01,-57743000.0,0.0,-24.9,0.44,-40.27,-0.51,0.0
BIS,ProShares UltraShort Nasdaq Bio,USD,16.79,16.5,16.35,16.5,16.79,16.5,16.35,16.5,0.0,0.0,0.0,0.0,0.0,0.0,2290.0,0.0,14.05,21.1,0.0,17.13,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BITF,Bitfarms Ltd.,USD,1.63,1.57,1.41,1.57,1.63,1.57,1.41,1.57,0.0,0.0,0.0,0.0,0.0,71.08,35770509.0,0.67,1.41,3.91,3.67,1.91,2.12,-67.88,1.14,1.25,0.0,-124191000.0,-0.38,0.02,3.73,16.89,-0.32,40418000.0,23955000.0,1.46,3.7,0.18,4.68,0.49,-0.13,-31.07,-0.03,-0.26,27674000.0,0.0,29.6,-0.17,22.09,-0.88,0.0
BITS,Global X Blockchain & Bitcoin S,USD,77.73,72.0,68.75,72.35,77.73,72.0,68.75,72.35,0.0,0.0,0.0,0.0,11.0,0.0,12103.0,0.0,44.88,106.93,0.0,87.91,71.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIVI,BioVie Inc.,USD,1.93,1.85,1.78,1.91,1.93,1.85,1.78,1.91,0.0,0.0,0.0,0.9,0.0,-0.41,333070.0,0.03,1.04,33.1,0.0,2.57,3.31,0.0,2.5,0.71,0.0,-33006956.0,-5.08,-4.41,0.0,-0.23,-0.81,-31950208.0,6111447.0,2.55,2.57,0.0,39.41,0.0,-0.67,-208.26,0.0,-0.02,-27945024.0,0.0,0.0,0.0,0.0,0.0,0.0
BJDX,"Bluejay Diagnostics, Inc.",USD,4.44,4.26,3.9,4.27,4.44,4.26,3.9,4.27,0.0,0.0,0.0,0.73,0.0,-12.97,40001.0,0.0,3.03,386.8,0.0,3.99,65.12,0.0,18.69,0.22,0.0,-9404585.0,-804.0,-0.32,0.0,0.8,-0.99,-8737628.0,442134.0,3.92,4.38,0.0,5.12,0.0,-0.59,-125.25,0.0,-0.01,-8052225.0,0.0,0.0,0.0,0.0,0.0,0.0
BJK,VanEck Gaming ETF,USD,40.39,40.27,40.27,40.37,40.39,40.27,40.27,40.37,0.0,0.0,0.0,0.0,16.26,0.0,1022.0,0.0,37.24,45.54,0.0,42.38,41.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BJRI,"BJ's Restaurants, Inc.",USD,35.48,35.48,35.48,36.75,35.48,35.48,35.48,36.75,0.0,0.0,0.0,2.11,28.75,24.67,63394.0,0.83,27.61,38.87,0.62,35.71,34.05,2.24,16.43,2.2,0.0,30004000.0,1.26,1.5,0.97,12.84,-0.01,100671000.0,501052000.0,0.2,0.35,1.34,133.2,57.5,0.02,8.14,0.19,0.02,102068000.0,0.0,2.2,0.14,7.53,-0.01,1.84
BKCH,Global X Blockchain ETF,USD,61.67,57.07,51.07,57.11,61.67,57.07,51.07,57.11,0.0,0.0,0.0,0.0,11.38,0.0,106306.0,0.0,31.68,77.35,0.0,63.47,51.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BKHA,Black Hawk Acquisition Corporat,USD,10.46,10.49,10.49,10.49,10.46,10.49,10.49,10.49,0.0,0.0,0.0,0.0,0.0,0.0,2258.0,0.09,10.09,10.49,0.0,10.37,10.24,0.0,-0.23,0.0,0.0,-113118.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.61,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18600.0,0.0,0.0,0.0,0.0,0.0,0.0
BKHAR,Black Hawk Acquisition Corporat,USD,1.31,1.41,1.4,1.4,1.31,1.41,1.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.4,1.4,0.0,0.0,0.0,0.0,-0.23,0.0,0.0,-113118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18600.0,0.0,0.0,0.0,0.0,0.0,0.0
BKHAU,Black Hawk Acquisition Corporat,USD,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,10.08,12.21,0.0,10.58,10.48,0.0,-0.23,0.0,0.0,-113118.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.61,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18600.0,0.0,0.0,0.0,0.0,0.0,0.0
BKIV,BNY Mellon Innovators ETF,USD,38.09,37.33,37.23,37.33,38.09,37.33,37.23,37.33,0.0,0.0,0.0,0.0,44.04,0.0,472.0,0.0,28.83,38.21,0.0,36.62,33.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BKNG,Booking Holdings Inc. Common St,USD,4764.89,4656.87,4656.87,4781.16,4764.89,4656.87,4656.87,4781.16,35.0,0.01,0.0,1.38,31.96,22.63,119179.0,156.25,3180.0,5337.24,6.78,5026.45,4184.85,21.85,-110.11,0.0,0.0,5036000256.0,147.71,209.85,6.88,22.09,0.34,7183000064.0,16720000000.0,1.16,1.23,23.05,0.0,677.22,0.15,0.0,19.52,7.53,8947999744.0,6.5,8.9,0.85,31.16,0.41,1.05
BKR,Baker Hughes Company,USD,45.55,44.84,43.66,44.99,45.55,44.84,43.66,44.99,0.84,0.02,3.01,1.36,19.59,17.16,4974160.0,43.22,28.32,47.47,1.58,43.04,36.81,8.2,16.37,2.67,0.48,2240000000.0,2.23,2.57,1.78,11.21,0.52,4336999936.0,6035999744.0,0.75,1.3,27.3,36.93,27.37,0.05,14.29,5.76,0.7,3073999872.0,51.0,4.0,0.21,15.89,0.13,1.02
BKWO,BNY Mellon Women's Opportunitie,USD,36.12,36.16,36.16,36.16,36.12,36.16,36.16,36.16,0.0,0.0,0.0,0.0,32.05,0.0,67.0,0.0,29.47,36.26,0.0,35.31,33.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BKYI,"BIO-key International, Inc.",USD,1.57,1.62,1.47,1.66,1.57,1.62,1.47,1.66,0.0,0.0,0.0,0.24,0.0,-0.95,288074.0,0.01,0.52,3.68,0.8,1.24,1.38,-91.72,1.03,1.45,0.0,-6387873.0,-6.11,-1.47,0.41,-0.45,-0.29,-6409552.0,2269919.0,0.39,0.54,0.01,0.0,6.32,-0.56,-458.11,0.0,0.0,-2821797.0,0.0,-40.8,0.43,-92.03,-1.45,0.0
BL,"BlackLine, Inc.",USD,60.46,60.19,60.18,63.39,60.46,60.19,60.18,63.39,0.0,0.0,0.0,0.9,63.68,27.49,224615.0,3.9,43.37,69.31,6.1,61.28,54.67,19.83,5.89,10.59,0.45,126826000.0,0.98,2.27,6.06,64.41,-0.03,60221000.0,917614976.0,2.6,2.68,0.64,230.82,10.35,0.01,40.1,0.48,0.14,189211008.0,42.9,10.1,0.75,9.41,0.05,0.0
BLACR,Bellevue Life Sciences Acquisit,USD,0.14,0.16,0.11,0.16,0.14,0.16,0.11,0.16,0.0,0.0,0.0,0.0,0.0,0.0,26700.0,0.0,0.11,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLACU,Bellevue Life Sciences Acquisit,USD,11.8,11.9,11.61,11.9,11.8,11.9,11.61,11.9,0.0,0.0,0.0,0.0,0.0,0.0,4386.0,0.0,10.63,12.5,0.0,11.8,11.22,0.0,-0.7,0.0,0.0,-165714.0,0.0,0.0,0.0,0.0,0.1,0.0,1595000.0,0.04,0.05,0.0,0.0,0.0,-0.03,0.0,0.0,-0.0,-1880879.0,0.0,0.0,0.0,0.0,0.0,0.0
BLACW,Bellevue Life Sciences Acquisit,USD,0.02,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLBD,Blue Bird Corporation,USD,37.5,36.94,36.7,38.44,37.5,36.94,36.7,38.44,0.0,0.0,0.0,1.62,11.93,8.47,306909.0,1.22,27.68,59.4,0.94,40.6,45.62,7.66,4.25,8.88,2.07,99502000.0,3.16,3.69,1.07,8.96,0.27,155646000.0,97288000.0,0.62,1.4,1.3,70.87,40.35,0.21,134.71,0.25,0.05,91557000.0,193.1,13.3,0.19,11.97,0.12,0.0
BLCN,Siren Nasdaq NexGen Economy ETF,USD,28.39,27.08,25.3,27.08,28.39,27.08,25.3,27.08,0.0,0.0,0.0,0.0,20.78,0.0,10750.0,0.0,19.0,30.66,0.0,27.81,26.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLCR,iShares Large Cap Core Active E,USD,34.76,34.9,34.52,34.52,34.76,34.9,34.52,34.52,0.0,0.0,0.0,0.0,27.89,0.0,104.0,0.0,28.53,34.9,0.0,33.0,31.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLDE,"Blade Air Mobility, Inc.",USD,4.13,4.06,3.78,4.06,4.13,4.06,3.78,4.06,0.0,0.0,0.0,-0.21,0.0,-23.05,505463.0,0.3,2.45,5.17,4.52,4.06,3.5,-54.97,4.18,0.93,0.0,-36919000.0,-0.69,-0.3,0.16,-0.36,0.3,-30815000.0,716000.0,22.49,23.07,0.07,0.25,1.24,-0.11,-24.5,0.01,-0.02,-21629000.0,0.0,208.3,0.2,-45.88,-0.43,0.0
