Symbol,Shortname,Currency,Previousclose,Open,Daylow,Dayhigh,Regularmarketpreviousclose,Regularmarketopen,Regularmarketdaylow,Regularmarketdayhigh,Dividendrate,Dividendyield,Fiveyearavgdividendyield,Beta,Trailingpe,Forwardpe,Volume,Marketcap,Fiftytwoweeklow,Fiftytwoweekhigh,Pricetosalestrailing12months,Fiftydayaverage,Twohundreddayaverage,Profitmargins,Bookvalue,Pricetobook,Earningsquarterlygrowth,Netincometocommon,Trailingeps,Forwardeps,Enterprisetorevenue,Enterprisetoebitda,52weekchange,Ebitda,Totaldebt,Quickratio,Currentratio,Totalrevenue,Debttoequity,Revenuepershare,Returnonassets,Returnonequity,Grossprofits,Freecashflow,Operatingcashflow,Earningsgrowth,Revenuegrowth,Grossmargins,Ebitdamargins,Operatingmargins,Trailingpegratio
TLSIW,0.0,USD,1.12,1.15,1.05,1.15,1.12,1.15,1.05,1.15,0.0,0.0,0.0,0.5,0.0,0.0,1200.0,0.0,0.81,2.23,0.0,1.12,1.26,-219.71,-0.98,0.0,0.0,-57207000.0,0.0,0.0,0.0,0.0,0.2,-51704000.0,22763000.0,1.77,2.33,0.02,0.0,1.18,-1.33,0.0,0.02,-0.05,-54595000.0,0.0,59.7,0.88,-209.02,-1.11,0.0
TLT,iShares 20+ Year Treasury Bond ,USD,87.22,88.15,87.85,88.32,87.22,88.15,87.85,88.32,0.0,0.0,0.0,0.0,0.0,-4408.75,22499894.0,0.0,84.89,101.64,0.0,89.58,92.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TLTM,Tradr 2X Long TLT Monthly ETF,USD,19.57,19.99,19.99,19.99,19.57,19.99,19.99,19.99,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,18.57,24.94,0.0,20.78,21.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TLTQ,Tradr 1.75X Long TLT Quarterly ,USD,20.15,20.48,20.48,20.48,20.15,20.48,20.48,20.48,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,19.41,21.6,0.0,20.22,20.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TLX,Telix Pharmaceuticals Limited,USD,18.24,18.9,18.0,19.2,18.24,18.9,18.0,19.2,0.0,0.0,0.0,2.38,166.32,52.84,21609.0,6.12,14.01,19.99,9.48,15.78,15.78,7.62,1.21,15.13,0.0,49185000.0,0.11,0.0,9.29,82.03,0.2,73142000.0,22143000.0,0.81,0.99,0.65,5.48,1.99,0.08,20.49,0.41,0.11,49706000.0,0.0,58.1,0.63,11.33,0.09,0.0
TMC,TMC the metals company Inc.,USD,1.57,1.53,1.42,1.54,1.57,1.53,1.42,1.54,0.0,0.0,0.0,1.69,0.0,-10.04,1286526.0,0.47,0.72,2.07,0.0,1.02,1.19,0.0,0.04,39.99,0.0,-91288000.0,-0.33,-0.1,0.0,-3.63,0.13,-90372000.0,5875000.0,0.04,0.04,0.0,0.0,0.0,-0.84,-530.01,0.0,-0.06,-51631000.0,0.0,0.0,0.0,0.0,0.0,0.0
TMCI,"Treace Medical Concepts, Inc.",USD,9.22,9.08,9.06,9.75,9.22,9.08,9.06,9.75,0.0,0.0,0.0,0.24,0.0,-13.29,362684.0,0.6,3.92,15.98,2.96,7.9,7.0,-30.33,1.68,5.71,0.0,-61523000.0,-0.99,-0.75,2.77,-10.28,-0.33,-54627000.0,70121000.0,2.81,4.12,0.2,66.84,3.27,-0.17,-50.68,0.16,-0.02,-32428000.0,0.0,10.6,0.81,-26.93,-0.34,0.0
TMCWW,TMC the metals company Inc. Warrants,USD,0.15,0.15,0.13,0.15,0.15,0.15,0.13,0.15,0.0,0.0,0.0,1.69,0.0,0.0,153579.0,0.0,0.04,0.32,0.0,0.1,0.12,0.0,0.04,3.61,0.0,-91288000.0,-0.63,0.0,0.0,0.0,0.25,-90372000.0,5875000.0,0.04,0.04,0.0,0.0,0.0,-0.84,-530.01,0.0,-0.06,-51631000.0,0.0,0.0,0.0,0.0,0.0,0.0
TMDX,"TransMedics Group, Inc.",USD,60.82,59.84,59.3,64.4,60.82,59.84,59.3,64.4,0.0,0.0,0.0,2.07,65.47,43.17,879936.0,2.04,55.0,177.37,5.1,70.63,119.39,8.14,6.26,9.73,0.0,32638000.0,0.93,1.65,5.56,43.59,-0.31,51138000.0,518145984.0,7.0,8.2,0.4,246.83,12.16,0.03,19.41,0.24,-0.14,37444000.0,0.0,63.7,0.59,12.75,0.04,0.0
TMET,iShares Transition-Enabling Met,USD,22.44,22.44,22.42,22.42,22.44,22.44,22.42,22.42,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,21.39,30.58,0.0,25.31,27.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMUS,"T-Mobile US, Inc.",USD,218.57,217.05,217.05,223.33,218.57,217.05,217.05,223.33,3.52,0.02,0.0,0.5,25.36,20.77,2061032.0,257.85,158.84,248.15,3.22,228.27,198.2,12.96,55.17,4.03,0.43,10371999744.0,8.76,10.67,4.51,11.77,0.34,30663999488.0,117109997568.0,0.86,1.08,80.01,182.27,68.39,0.05,16.09,51.06,9.19,21603000320.0,43.4,4.7,0.64,38.33,0.24,0.87
TNDM,"Tandem Diabetes Care, Inc.",USD,36.5,36.47,36.47,37.38,36.5,36.47,36.47,37.38,0.0,0.0,0.0,1.37,0.0,-30.82,408411.0,2.41,21.85,53.69,2.82,33.58,39.24,-14.84,3.62,10.15,0.0,-126782000.0,-1.94,-1.21,2.81,-18.36,0.56,-130696896.0,475945984.0,2.24,2.9,0.85,200.22,13.08,-0.1,-45.96,0.43,-0.01,6292000.0,0.0,31.4,0.5,-15.3,-0.11,0.0
TNFA,"TNF Pharmaceuticals, Inc.",USD,1.19,1.18,1.13,1.22,1.19,1.18,1.13,1.22,0.0,0.0,0.0,2.67,0.0,0.0,139144.0,0.0,1.05,5.28,0.0,1.25,1.75,0.0,6.06,0.19,0.0,-23351544.0,-13.54,0.0,0.0,0.0,-0.76,0.0,25803.0,2.26,2.48,0.0,6.75,0.0,-0.32,-297.63,0.0,-0.0,-9669659.0,0.0,0.0,0.0,0.0,0.0,0.0
TNGX,"Tango Therapeutics, Inc.",USD,3.04,3.04,2.99,3.18,3.04,3.04,2.99,3.18,0.0,0.0,0.0,0.88,0.0,-2.09,270433.0,0.33,2.58,12.99,7.5,3.29,6.97,-284.43,2.13,1.42,0.0,-123395000.0,-1.15,-1.42,1.63,-0.52,-0.75,-137202000.0,37626000.0,7.8,8.0,0.04,16.42,0.4,-0.22,-48.79,-0.1,-0.06,-122321000.0,0.0,8.2,-2.26,0.0,-2.83,0.0
TNMG,TNL Mediagene,USD,2.71,2.84,2.73,2.84,2.71,2.84,2.73,2.84,0.0,0.0,0.0,0.0,0.0,0.0,31139.0,0.07,2.71,34.08,0.0,8.75,10.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNON,"Tenon Medical, Inc.",USD,1.75,1.74,1.56,1.74,1.75,1.74,1.56,1.74,0.0,0.0,0.0,2.16,0.01,-0.15,117897.0,0.01,1.56,15.79,1.49,2.16,4.31,0.0,2.39,0.67,0.0,-13868000.0,287.92,-9.16,0.96,-0.24,-0.82,-13569000.0,561000.0,0.78,1.2,0.0,67.43,9.44,-1.1,-1598.62,0.0,-0.01,-10189000.0,0.0,21.3,0.6,0.0,-4.3,0.0
TNONW,"Tenon Medical, Inc. Warrant",USD,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,142226.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNYA,"Tenaya Therapeutics, Inc.",USD,1.21,1.18,1.14,1.24,1.21,1.18,1.14,1.24,0.0,0.0,0.0,2.35,0.0,-0.91,1427896.0,0.09,0.99,7.01,0.0,2.16,2.89,0.0,1.42,0.81,0.0,-117228000.0,-1.44,-1.24,0.0,-0.27,-0.75,-114182000.0,14538000.0,4.91,5.28,0.0,12.91,0.0,-0.46,-84.49,0.0,-0.06,-94037000.0,0.0,0.0,0.0,0.0,0.0,0.0
TOIIW,0.0,USD,0.02,0.03,0.03,0.06,0.02,0.03,0.03,0.06,0.0,0.0,0.0,0.62,0.0,0.0,214163.0,0.0,0.03,0.06,0.0,0.0,0.0,-19.81,0.77,0.04,0.0,-58507000.0,-602.09,0.0,0.0,0.0,0.0,-57338000.0,121006000.0,2.87,3.31,0.36,414.32,4.87,-0.19,-125.59,0.06,-0.02,-43746000.0,0.0,22.9,0.15,-15.88,-0.17,0.0
TOMZ,"TOMI Environmental Solutions, I",USD,1.0,0.98,0.9,1.0,1.0,0.98,0.9,1.0,0.0,0.0,0.0,-2.78,0.0,46.0,34121.0,0.02,0.52,1.5,2.25,0.86,0.81,-29.85,0.66,1.39,0.0,-2446764.0,-0.12,0.02,2.32,-10.52,0.16,-1808921.0,3017384.0,1.86,4.13,0.01,41.03,0.41,-0.11,-29.07,0.0,-0.0,-2689706.0,0.0,72.9,0.6,-22.07,0.06,0.0
TOP,TOP Financial Group Limited,USD,1.56,1.56,1.55,1.63,1.56,1.56,1.55,1.63,0.0,0.0,0.0,-1.93,52.88,0.0,113951.0,0.06,1.25,7.77,7.31,1.54,2.07,13.08,1.1,1.45,0.0,1051539.0,0.03,0.0,3.79,0.0,-0.52,0.0,64826.0,3.75,4.91,0.01,0.16,0.25,0.02,2.75,0.0,0.0,17758444.0,0.0,-80.4,0.61,0.0,-2.93,0.0
TORO,Toro Corp.,USD,2.96,2.88,2.81,2.97,2.96,2.88,2.81,2.97,0.0,0.0,0.0,0.0,0.98,0.0,19970.0,0.05,2.25,6.45,1.54,2.82,3.55,247.75,9.96,0.28,-0.98,77780080.0,2.88,0.0,-0.69,-6.54,-0.51,3680124.0,0.0,33.8,34.24,0.03,0.0,2.09,-0.0,31.4,0.02,0.01,21629350.0,0.0,-78.0,0.46,10.53,-0.29,0.0
TOUR,Tuniu Corporation,USD,1.01,1.04,0.99,1.04,1.01,1.04,0.99,1.04,0.0,0.0,0.0,1.67,0.0,0.93,98586.0,0.12,0.59,1.76,0.23,1.03,0.98,-7.16,8.32,0.12,64.38,-35999000.0,-0.09,0.15,-1.83,-9.74,0.45,94657000.0,6889000.0,1.39,1.64,0.5,0.67,4.08,0.03,-2.76,0.36,0.0,0.0,6679.0,17.0,0.71,18.82,0.08,0.0
TOWN,Towne Bank,USD,34.87,35.1,35.07,36.64,34.87,35.1,35.07,36.64,1.0,0.03,3.17,0.91,18.2,11.31,112518.0,2.74,25.7,38.28,4.08,35.17,31.6,22.22,29.0,1.26,-0.04,149296000.0,2.0,2.58,3.97,0.0,0.19,0.0,343456000.0,0.0,0.0,0.67,0.0,8.97,0.01,7.23,0.67,0.0,83351000.0,-5.0,2.2,0.0,0.0,0.3,0.0
TOYO,"TOYO Co., Ltd",USD,3.42,3.35,3.2,3.41,3.42,3.35,3.2,3.41,0.0,0.0,0.0,0.0,4.51,0.0,18496.0,0.15,1.36,15.61,0.74,3.44,5.27,15.65,1.79,1.79,0.0,31361864.0,0.71,0.0,1.1,4.37,-0.69,50446288.0,121853016.0,0.29,0.66,0.2,165.99,4.89,0.0,0.0,0.04,0.0,11130617.0,0.0,0.0,0.22,25.17,0.16,0.0
TPCS,TechPrecision Corporation,USD,3.28,3.25,3.15,3.25,3.28,3.25,3.15,3.25,0.0,0.0,0.0,0.21,0.0,1.99,10926.0,0.03,2.85,5.95,0.95,3.45,3.69,-24.76,0.89,3.54,0.0,-7974877.0,-0.91,1.58,1.38,-82.23,-0.16,-539009.0,12371134.0,0.68,0.91,0.03,156.84,3.66,-0.04,-72.65,0.0,0.0,1297203.0,0.0,8.3,0.11,-1.67,-0.17,0.0
TPG,TPG Inc.,USD,69.3,67.81,65.17,67.97,69.3,67.81,65.17,67.97,1.65,0.02,0.0,1.48,0.0,26.53,611392.0,24.37,39.18,72.98,7.15,66.84,53.85,0.7,6.96,9.46,-0.55,8809000.0,-0.33,2.56,3.01,50.28,0.64,204084000.0,1549842944.0,3.31,3.56,3.41,45.76,36.35,0.01,-1.42,0.84,0.97,208180000.0,0.0,433.4,0.25,5.99,0.01,0.0
TPGXL,TPG Inc. - 6.950% Fixed-Rate Ju,USD,25.38,25.49,25.4,25.5,25.38,25.49,25.4,25.5,0.0,0.0,0.0,0.0,0.0,0.0,9388.0,0.0,24.86,27.0,0.0,25.68,25.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPIC,"TPI Composites, Inc.",USD,1.68,1.67,1.55,1.73,1.68,1.67,1.55,1.73,0.0,0.0,0.0,1.93,0.0,-2.1,589498.0,0.08,1.1,5.75,0.06,1.77,3.44,-19.22,-6.77,0.0,0.0,-190876992.0,-0.15,-0.58,0.53,-5.9,-0.45,-117596000.0,740030016.0,0.81,0.95,1.3,0.0,28.05,-0.12,0.0,-0.04,-0.03,-69907000.0,0.0,2.8,-0.03,-9.03,-0.01,0.0
TQQQ,ProShares UltraPro QQQ,USD,86.75,77.58,77.37,81.03,86.75,77.58,77.37,81.03,0.0,0.0,0.0,0.0,33.51,0.0,64594837.0,0.0,48.8,93.79,0.0,82.61,71.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRDA,"Entrada Therapeutics, Inc.",USD,12.84,12.72,12.72,13.28,12.84,12.72,12.72,13.28,0.0,0.0,0.0,-0.26,9.12,-4.35,57253.0,0.49,11.35,21.79,2.28,17.49,15.99,25.53,11.93,1.1,0.0,54951000.0,1.44,-3.15,0.31,1.09,-0.16,61300000.0,61314000.0,6.42,6.59,0.22,14.51,6.07,0.07,16.42,0.1,-0.03,-13965000.0,0.0,-55.3,0.44,28.48,-1.11,0.0
TREE,"LendingTree, Inc.",USD,41.45,42.89,42.89,49.5,41.45,42.89,42.89,49.5,0.0,0.0,0.0,2.12,0.0,13.51,435968.0,0.65,28.5,62.49,0.84,41.55,46.94,-4.72,7.06,6.93,0.0,-36491000.0,-2.72,3.7,1.3,23.76,0.2,42330000.0,548870016.0,0.88,0.92,0.77,582.32,58.66,0.02,-37.07,0.74,0.06,66901000.0,0.0,68.0,0.96,5.48,0.05,0.0
TRIB,Trinity Biotech plc,USD,0.78,0.77,0.75,0.78,0.78,0.77,0.75,0.78,0.0,0.0,1.19,1.13,0.0,-0.84,60579.0,0.02,0.75,3.55,0.36,1.0,1.76,-38.01,-3.12,0.0,0.0,-22291000.0,-2.25,-1.03,5.92,-30.75,-0.65,-11297000.0,93335000.0,0.89,1.78,0.06,0.0,6.97,-0.1,0.0,0.02,-0.01,-8341000.0,0.0,14.0,0.34,-19.26,-0.11,0.0
TRIN,Trinity Capital Inc.,USD,14.92,14.92,14.87,15.02,14.92,14.92,14.87,15.02,2.04,0.14,0.0,0.61,8.77,7.2,272844.0,0.93,13.04,15.26,4.52,14.47,14.34,42.62,13.13,1.14,0.45,87442000.0,1.7,2.08,8.72,0.0,0.06,0.0,918585984.0,0.53,0.53,0.21,121.38,4.19,0.07,13.19,0.21,0.08,-471680000.0,7.2,31.4,1.0,0.0,0.75,0.0
TRINI,Trinity Capital Inc. - 7.875% N,USD,25.4,25.41,25.38,25.46,25.4,25.41,25.38,25.46,0.0,0.0,0.0,0.0,0.0,0.0,2571.0,0.0,24.05,26.88,0.0,25.37,25.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRINZ,Trinity Capital Inc. - 7.875% N,USD,25.32,25.27,25.27,25.4,25.32,25.27,25.27,25.4,0.0,0.0,0.0,0.0,0.0,0.0,2561.0,0.0,24.84,25.84,0.0,25.3,25.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRIP,"TripAdvisor, Inc.",USD,17.66,17.59,17.17,18.02,17.66,17.59,17.17,18.02,0.0,0.0,0.0,1.36,66.04,12.47,1602228.0,2.34,12.93,28.76,1.29,14.51,16.81,1.98,6.78,2.53,0.44,36000000.0,0.26,1.36,1.25,13.94,-0.2,162000000.0,909000000.0,1.77,1.85,1.81,96.29,13.08,0.03,4.07,1.65,0.19,128000000.0,42.1,-0.2,0.91,8.93,0.13,0.15
TRMB,Trimble Inc.,USD,77.42,75.31,75.31,76.83,77.42,75.31,75.31,76.83,0.0,0.0,0.0,1.49,12.65,26.05,1283518.0,18.59,48.65,77.78,5.12,72.69,61.44,40.67,23.92,3.16,-0.46,1477200000.0,5.98,2.98,5.48,26.96,0.5,737699968.0,1912000000.0,0.79,1.16,3.63,32.54,14.77,0.03,28.91,2.4,1.09,515200000.0,-46.7,-8.5,0.66,20.31,0.14,2.66
TRMD,TORM plc,USD,19.16,19.05,19.04,19.53,19.16,19.05,19.04,19.53,5.86,0.31,0.0,-0.06,2.5,4.72,856555.0,1.94,17.77,40.47,1.18,20.69,31.32,43.82,21.43,0.9,0.05,719364992.0,7.72,4.32,1.6,3.04,-0.47,861435008.0,1212300032.0,2.18,2.47,1.64,59.37,18.11,0.14,39.8,0.96,0.17,901049984.0,-4.9,3.9,0.58,52.48,0.35,0.0
TRMK,Trustmark Corporation,USD,35.69,35.79,35.62,36.54,35.69,35.79,35.62,36.54,0.92,0.03,3.27,0.71,63.44,11.27,67910.0,2.21,25.24,40.73,3.98,36.85,32.69,36.51,32.35,1.12,0.51,34985000.0,0.57,3.16,4.34,0.0,0.25,0.0,1062598976.0,0.0,0.0,0.56,0.0,9.09,0.0,1.97,0.56,0.0,81851000.0,50.6,11.1,0.0,0.0,0.34,0.0
TRML,"Tourmaline Bio, Inc.",USD,17.54,17.0,16.68,18.08,17.54,17.0,16.68,18.08,0.0,0.0,0.0,0.0,0.0,-4.84,199876.0,0.44,12.12,48.31,0.0,22.22,19.22,0.0,12.52,1.37,0.0,-63877000.0,-2.49,-3.64,0.0,-2.13,-0.52,-78775000.0,290000.0,38.7,40.33,0.0,0.09,0.0,-0.24,-31.82,0.0,-0.05,-65727000.0,0.0,0.0,0.0,0.0,0.0,0.0
TRNR,Interactive Strength Inc.,USD,2.38,2.34,2.34,2.49,2.38,2.34,2.34,2.49,0.0,0.0,0.0,0.0,0.0,0.0,17449.0,0.0,2.31,4760.0,2.2,3.11,202.07,0.0,-15.65,0.0,0.0,-43841000.0,-4516.0,0.0,12.04,-0.56,-1.0,-31673000.0,17785000.0,0.02,0.23,0.0,4306.3,3.39,-0.79,-1616.56,-0.0,0.0,-9387000.0,0.0,96.5,0.0,0.0,-12.35,0.0
TRNS,"Transcat, Inc.",USD,99.5,98.93,98.22,100.19,99.5,98.93,98.22,100.19,0.0,0.0,0.0,0.69,48.52,38.44,42999.0,0.92,94.29,147.12,3.38,105.61,117.03,6.63,29.22,3.37,6.14,17932000.0,2.03,2.46,3.37,24.4,-0.02,37398000.0,20860000.0,2.77,3.59,0.27,7.76,30.32,0.05,8.81,0.09,0.01,32403000.0,494.9,8.0,0.33,13.82,0.06,0.0
TROO,"TROOPS, Inc.",USD,1.88,1.75,1.67,1.96,1.88,1.75,1.67,1.96,0.0,0.0,0.0,1.73,0.0,0.0,63674.0,0.2,0.73,4.89,57.06,1.8,2.35,-48.16,0.6,3.04,0.0,-1719000.0,-0.02,0.0,46.35,526.86,-0.15,314000.0,1927000.0,0.68,2.26,0.0,3.18,0.04,-0.02,-2.8,0.0,0.0,-6538000.0,0.0,-11.1,0.23,8.8,-0.43,0.0
TROW,"T. Rowe Price Group, Inc.",USD,114.21,113.0,111.54,113.38,114.21,113.0,111.54,113.38,4.96,0.04,3.43,1.42,12.28,11.91,921534.0,24.91,100.49,125.81,3.6,117.47,113.34,30.35,46.14,2.43,0.33,2041900032.0,9.13,9.35,3.4,8.88,0.02,2648399872.0,364200000.0,1.9,1.9,6.91,3.25,30.97,0.1,20.5,3.5,1.78,1810099968.0,34.0,6.9,0.51,38.32,0.34,2.46
TRS,TriMas Corporation,USD,25.4,25.41,25.26,25.82,25.4,25.41,25.26,25.82,0.16,0.01,0.0,0.66,39.66,12.63,134374.0,1.03,22.24,28.51,1.14,25.26,25.69,2.93,16.83,1.51,-0.85,26550000.0,0.64,1.98,1.62,13.08,0.0,112460000.0,466800000.0,1.24,2.83,0.91,68.37,22.16,0.03,3.91,0.21,0.0,67290000.0,-84.9,-2.5,0.23,12.41,0.06,0.0
TRSG,Tungray Technologies Inc,USD,2.05,2.1,2.1,2.18,2.05,2.1,2.1,2.18,0.0,0.0,0.0,0.0,0.0,0.0,20084.0,0.03,1.91,11.78,2.39,2.31,3.23,6.37,1.09,1.93,-0.48,915422.0,-0.01,0.0,1.91,20.21,-0.65,1358121.0,2610930.0,1.77,2.22,0.01,16.1,0.96,0.03,5.18,0.01,-0.0,451021.0,-47.6,14.7,0.47,9.46,0.11,0.0
TRST,TrustCo Bank Corp NY,USD,32.38,32.43,32.43,33.0,32.38,32.43,32.43,33.0,1.44,0.04,4.41,0.82,12.68,11.35,24498.0,0.62,25.83,38.89,3.68,34.79,31.83,28.11,35.19,0.93,-0.12,47400000.0,2.57,2.87,1.35,0.0,0.07,0.0,132919000.0,0.0,0.0,0.17,0.0,8.86,0.01,7.33,0.17,0.0,62919000.0,-12.0,-7.7,0.0,0.0,0.42,0.0
TRUE,"TrueCar, Inc.",USD,3.62,3.6,3.58,3.8,3.62,3.6,3.58,3.8,0.0,0.0,0.0,1.83,0.0,-91.64,58922.0,0.33,2.56,4.62,1.92,3.91,3.36,-15.88,1.45,2.61,0.0,-27101000.0,-0.29,-0.16,1.24,-11.98,-0.01,-17685000.0,11547000.0,4.41,4.69,0.17,9.02,1.87,-0.06,-18.83,0.15,0.01,-3953000.0,0.0,13.1,0.87,-10.36,-0.16,0.0
TRUP,"Trupanion, Inc.",USD,48.9,48.18,48.07,50.47,48.9,48.18,48.07,50.47,0.0,0.0,0.0,1.7,0.0,23.26,194156.0,2.09,19.69,57.9,1.68,50.85,40.0,-1.08,7.56,6.52,0.0,-13452000.0,-0.32,0.06,1.53,298.82,0.7,6380000.0,128898000.0,1.61,1.66,1.24,40.26,29.63,-0.01,-4.41,0.25,-0.02,42092000.0,0.0,14.6,0.2,0.51,0.01,0.0
TRVG,trivago N.V.,USD,2.93,2.91,2.82,2.91,2.93,2.91,2.82,2.91,0.0,0.0,0.0,1.33,0.0,-889.59,38722.0,0.2,1.6,3.29,0.43,2.24,2.11,-5.74,2.72,1.04,0.0,-26263000.0,-0.36,-0.07,2.09,-222.12,0.2,-4304000.0,39016000.0,4.17,4.28,0.46,20.52,6.56,-0.01,-12.99,0.45,-0.18,8736000.0,0.0,-7.5,0.98,-0.94,0.07,0.0
TRVI,"Trevi Therapeutics, Inc.",USD,3.91,3.86,3.86,3.99,3.91,3.86,3.86,3.99,0.0,0.0,0.0,1.01,0.0,-8.06,107181.0,0.35,1.35,4.68,0.0,3.5,3.05,0.0,0.78,4.96,0.0,-44317000.0,-0.44,-0.48,0.0,-4.91,1.46,-48070000.0,1113000.0,7.18,7.38,0.0,1.89,0.0,-0.37,-59.65,0.0,-0.02,-35065000.0,0.0,0.0,0.0,0.0,0.0,0.0
TSAT,Telesat Corporation,USD,17.72,17.45,16.66,17.45,17.72,17.45,16.66,17.45,0.0,0.0,0.0,2.24,7.26,-2.33,28645.0,0.85,6.93,19.37,1.32,15.27,11.09,4.66,48.63,0.35,-0.75,30069000.0,2.34,-7.29,5.64,8.3,0.76,438878016.0,3034763008.0,5.8,6.13,0.65,115.7,47.12,0.03,4.53,0.45,0.3,133138000.0,-75.6,-15.2,0.69,67.98,0.41,0.0
TSBK,"Timberland Bancorp, Inc.",USD,29.39,29.18,29.18,29.82,29.39,29.18,29.18,29.82,1.0,0.03,3.22,0.64,9.91,0.0,3095.0,0.24,23.93,33.98,3.2,31.4,28.79,32.75,30.83,0.97,-0.04,24283000.0,3.01,0.0,1.09,0.0,0.01,0.0,21575000.0,0.0,0.0,0.07,0.0,9.22,0.01,10.15,0.07,0.0,0.0,-3.6,-1.2,0.0,0.0,0.44,0.0
TSCO,Tractor Supply Company,USD,57.94,57.41,57.38,58.71,57.94,57.41,57.38,58.71,0.88,0.02,1.4,0.81,28.19,26.34,1912610.0,31.02,44.35,61.53,2.1,55.25,54.78,7.53,21.41,2.71,-0.05,1112737024.0,2.06,11.13,0.77,5.92,0.28,1913799040.0,5333682176.0,0.09,1.48,14.77,233.04,137.08,0.1,50.58,5.36,0.43,1299716992.0,-3.9,1.6,0.36,12.96,0.09,2.72
TSDD,GraniteShares 2x Short TSLA Dai,USD,31.19,32.96,31.21,33.16,31.19,32.96,31.21,33.16,0.0,0.0,0.0,0.0,0.0,0.0,500602.0,0.0,11.25,768.8,0.0,39.29,214.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSEL,Touchstone Sands Capital US Sel,USD,26.59,25.69,25.67,25.84,26.59,25.69,25.67,25.84,0.0,0.0,0.0,0.0,0.0,0.0,2707.0,0.0,24.56,26.71,0.0,25.55,25.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSEM,Tower Semiconductor Ltd.,USD,54.74,50.1,44.9,50.13,54.74,50.1,44.9,50.13,0.0,0.0,0.0,0.9,24.4,20.04,1308203.0,4.99,28.11,55.31,3.59,50.0,42.21,35.58,21.95,2.05,0.04,493980992.0,1.84,2.33,2.69,8.59,0.87,433851008.0,188080000.0,4.82,5.9,1.39,7.48,12.54,0.04,21.63,0.33,-0.05,751462976.0,4.3,-1.7,0.24,31.25,0.14,0.0
TSHA,"Taysha Gene Therapies, Inc.",USD,1.52,1.49,1.49,1.59,1.52,1.49,1.49,1.59,0.0,0.0,0.0,0.0,2.41,-5.85,1082327.0,0.31,1.19,4.32,31.42,2.09,2.33,-229.67,0.33,4.58,0.0,-22772000.0,0.63,-0.42,31.28,-3.82,-0.05,-81154000.0,60722000.0,5.38,5.51,0.01,68.38,0.04,-0.27,-114.77,0.01,0.0,0.0,0.0,-62.3,1.0,0.0,-11.78,0.0
